,CAMIS,ZIPCODE,CUISINE DESCRIPTION,GRADE,ClosestWorkingTankDis,ClosestBadTankDis,BORO_Bronx,BORO_Brooklyn,BORO_Manhattan,BORO_Queens,BORO_Staten Island,RESULT,Pop,White,Black,Hispanic,Native,Asian,Inc,Unemp
7089,50008202,2.8236765318882866,2.834724483081079,3.0,0.0505862185043402,1.3261065546431463,0.0,0.0,1.0,0.0,0.0,0.0,3206.0,69.4,0.7,3.0,0.0,23.9,149562.0,6.6
7090,50008218,2.7525179856115107,2.689588564805872,3.0,0.3276536120556906,3.594702341121405,0.0,1.0,0.0,0.0,0.0,1.0,1688.0,47.6,29.0,7.5,0.0,12.3,47969.0,13.1
7091,50008220,2.831124894276854,2.891644908616188,3.0,0.0610919607407924,0.97264150071311,0.0,0.0,1.0,0.0,0.0,0.0,6698.0,76.0,1.0,4.8,0.3,16.8,116745.0,4.5
7092,50008223,2.731610337972167,2.770758620689655,3.0,0.2688983803156067,6.323281308383491,1.0,0.0,0.0,0.0,0.0,0.0,3690.0,7.0,31.0,59.9,0.0,2.1,10646.0,19.2
7093,50008231,2.717741935483871,2.834724483081079,3.0,0.5092696956433846,9.2164135449616,1.0,0.0,0.0,0.0,0.0,0.0,7477.0,3.4,77.5,14.3,0.0,3.9,23052.0,13.2
7094,50008233,2.75164113785558,2.714226260664493,3.0,0.005844662599991,4.065194339871261,1.0,0.0,0.0,0.0,0.0,0.0,7421.0,1.8,29.4,66.3,0.5,0.0,13243.0,14.6
7095,50008235,2.70777027027027,2.973777462792346,3.0,0.2590490756741386,4.310762416427259,1.0,0.0,0.0,0.0,0.0,0.0,8554.0,2.5,36.1,58.8,0.0,1.3,12111.0,16.7
7096,50008239,2.75164113785558,2.834724483081079,3.0,0.4718028941618333,4.902261241668314,1.0,0.0,0.0,0.0,0.0,0.0,7622.0,0.7,23.8,73.2,0.0,1.2,14042.0,15.0
7097,50008244,2.574568288854003,2.714226260664493,3.0,0.2311664189782106,5.047184112054799,0.0,0.0,0.0,1.0,0.0,0.0,4526.0,2.0,1.3,5.4,0.7,89.8,21779.0,4.7
7098,50008245,2.805080352514256,2.834724483081079,3.0,0.5988344190265756,3.016916838552873,0.0,1.0,0.0,0.0,0.0,0.0,2962.0,71.7,5.5,16.6,0.0,5.0,44306.0,6.0
7099,50008263,2.7948290241868223,2.821428571428572,3.0,0.0774684510750612,5.092595129765787,0.0,0.0,0.0,1.0,0.0,1.0,5442.0,59.3,4.3,14.7,0.0,20.5,51800.0,4.7
7100,50008279,2.790192926045016,2.779818620135461,3.0,0.0717287226093178,0.6501188398090177,0.0,0.0,1.0,0.0,0.0,0.0,8032.0,69.2,3.5,6.3,0.0,18.8,93503.0,6.9
7101,50008280,2.7399577167019027,2.834724483081079,3.0,1.38007066836713,7.660044997774706,0.0,0.0,0.0,1.0,0.0,0.0,3164.0,6.4,16.0,32.1,2.3,24.6,20545.0,16.8
7102,50008310,2.790192926045016,2.6017025089605736,3.0,0.0199697341015638,0.9943649173163736,0.0,0.0,1.0,0.0,0.0,0.0,7640.0,65.1,1.1,7.3,0.0,21.3,88081.0,6.7
7103,50008317,2.8095238095238093,2.689588564805872,3.0,0.7877484665304453,6.749327839156554,0.0,0.0,0.0,0.0,1.0,1.0,1518.0,34.3,14.4,33.3,0.0,15.3,30629.0,8.5
7104,50008319,2.831124894276854,2.77768479776848,3.0,0.0814860262635651,1.1218494130574397,0.0,0.0,1.0,0.0,0.0,0.0,4858.0,56.1,4.0,22.8,0.3,15.0,64861.0,7.9
7105,50008320,2.7596273291925466,2.6753664640686448,2.0,0.5967829684445071,2.6535222004461634,0.0,0.0,0.0,1.0,0.0,0.0,7638.0,10.3,1.3,71.4,0.4,12.7,23263.0,6.1
7106,50008323,2.7844058243306717,2.804656538969617,3.0,0.0667030922658406,1.394844405701616,0.0,0.0,1.0,0.0,0.0,0.0,5677.0,83.3,1.6,9.5,0.0,4.9,99274.0,6.2
7107,50008347,2.784405824330672,2.834724483081079,3.0,0.0829013222907262,1.1950194005995578,0.0,0.0,1.0,0.0,0.0,0.0,5011.0,83.9,1.7,3.2,0.0,6.5,101718.0,5.7
7108,50008350,2.845360824742268,2.779818620135461,3.0,0.584460322663567,0.2285631908378043,0.0,0.0,0.0,1.0,0.0,0.0,4174.0,56.5,1.5,29.1,0.0,9.4,40393.0,7.3
7109,50008409,2.831124894276854,2.8850716757291157,3.0,0.0491917529416585,0.8370640158831572,0.0,0.0,1.0,0.0,0.0,0.0,2775.0,59.9,4.1,17.9,0.0,16.0,88608.0,4.4
7110,50008413,2.831124894276854,2.834724483081079,3.0,0.0491917529416585,0.837064015883157,0.0,0.0,1.0,0.0,0.0,0.0,2775.0,59.9,4.1,17.9,0.0,16.0,88608.0,4.4
7111,50008437,2.802474591250552,2.834724483081079,3.0,0.1057330849960817,0.9333247305123082,0.0,0.0,1.0,0.0,0.0,0.0,5011.0,83.9,1.7,3.2,0.0,6.5,101718.0,5.7
7112,50008442,2.670737222976029,2.8850716757291157,2.0,0.0755848112653082,4.849395548579864,0.0,0.0,0.0,1.0,0.0,0.0,2350.0,1.4,1.2,12.1,0.0,84.1,18187.0,0.9
7113,50008446,2.7737789203084837,2.834724483081079,3.0,0.5732658986222324,1.9377883826042144,0.0,0.0,0.0,1.0,0.0,1.0,4212.0,10.8,0.7,46.8,0.0,39.7,19690.0,5.8
7114,50008453,2.7141931302657163,2.8961485557083906,3.0,0.5780291912171274,3.33986290843624,0.0,0.0,0.0,1.0,0.0,0.0,7632.0,1.7,3.3,89.7,0.1,4.8,15337.0,4.9
7115,50008477,2.831124894276854,2.834724483081079,3.0,0.0300669871058571,0.7554918538761655,0.0,0.0,1.0,0.0,0.0,0.0,2483.0,56.6,2.4,7.2,0.3,31.9,121754.0,3.1
7116,50008496,2.720212765957447,2.834724483081079,3.0,0.5317793136671505,9.34393566909313,0.0,1.0,0.0,0.0,0.0,0.0,2482.0,64.2,3.5,11.1,0.2,18.0,23730.0,10.4
7117,50008504,2.846702317290553,2.7390350877192984,3.0,0.072690814890823,7.752076767220317,0.0,1.0,0.0,0.0,0.0,0.0,3662.0,54.0,1.3,10.8,0.0,33.5,23484.0,13.8
7118,50008532,2.8260869565217392,2.834724483081079,3.0,0.0653766467666525,0.0580314455268119,0.0,0.0,1.0,0.0,0.0,0.0,6735.0,75.4,1.5,3.4,0.0,15.2,193017.0,1.6
7119,50008548,2.791741472172352,2.8850716757291157,3.0,0.0514118967031758,1.858919323955316,0.0,0.0,1.0,0.0,0.0,0.0,4463.0,79.1,1.1,5.4,1.3,11.0,98530.0,2.6
7120,50008551,2.7878535773710484,2.834724483081079,2.0,0.4272073229464084,1.47992942905464,0.0,1.0,0.0,0.0,0.0,0.0,6403.0,61.5,5.5,6.0,0.0,21.1,78858.0,3.5
7121,50008557,2.7948290241868223,2.804656538969617,3.0,0.0955099312389643,5.262842896866731,0.0,0.0,0.0,1.0,0.0,0.0,4565.0,53.6,7.8,7.9,0.0,29.7,54831.0,4.0
7122,50008562,2.795939086294416,2.8199898011218765,3.0,0.1196214757761264,7.647024297060281,1.0,0.0,0.0,0.0,0.0,0.0,1660.0,32.8,17.0,22.3,0.4,26.6,27362.0,9.3
7123,50008567,2.784405824330672,2.804656538969617,3.0,0.0959947368874361,1.2965549610354274,0.0,0.0,1.0,0.0,0.0,0.0,5677.0,83.3,1.6,9.5,0.0,4.9,99274.0,6.2
7124,50008575,2.7971556886227544,2.714226260664493,2.0,0.110584044062769,0.7755272343569177,0.0,0.0,1.0,0.0,0.0,1.0,7897.0,34.8,1.0,5.9,0.4,55.1,53593.0,5.8
7125,50008583,2.825072886297376,2.8850716757291157,3.0,0.0810804852462254,0.5696225138395877,0.0,0.0,1.0,0.0,0.0,0.0,4374.0,66.0,1.9,10.6,0.0,19.5,93787.0,3.3
7126,50008598,2.791741472172352,2.834724483081079,3.0,0.0199366235887348,1.936733823160565,0.0,0.0,1.0,0.0,0.0,1.0,7748.0,83.7,1.2,7.2,0.0,7.2,91861.0,3.6
7127,50008603,2.7776606954689145,2.779818620135461,3.0,0.0252364065410801,1.2782337824881789,0.0,0.0,1.0,0.0,0.0,0.0,6226.0,89.4,0.1,5.8,0.0,2.1,172747.0,5.9
7128,50008606,2.854922279792746,2.733296213808463,3.0,0.0121108902698693,0.5818402654592778,0.0,0.0,1.0,0.0,0.0,0.0,6050.0,7.5,10.8,11.5,0.2,66.3,26578.0,3.3
7129,50008609,2.919254658385093,2.6210045662100456,3.0,0.1340214418540224,0.2500901261040543,0.0,0.0,1.0,0.0,0.0,1.0,8875.0,69.8,1.4,7.5,0.0,15.9,115333.0,2.7
7130,50008640,2.569655172413793,2.6753664640686448,3.0,0.2960128464048044,7.7489545374746065,1.0,0.0,0.0,0.0,0.0,0.0,8113.0,5.3,20.3,71.5,0.0,2.7,18044.0,16.4
7131,50008656,2.769230769230769,2.6753664640686448,2.0,1.205539239123668,3.888720556429321,0.0,1.0,0.0,0.0,0.0,1.0,6156.0,11.6,1.4,75.7,0.3,10.7,20352.0,12.0
7132,50008660,2.6713197969543145,2.714226260664493,3.0,0.471744112352966,7.326286598014936,0.0,0.0,0.0,1.0,0.0,0.0,1658.0,47.1,0.0,7.5,0.0,32.0,33326.0,0.8
7133,50008666,2.783673469387755,2.6094334913900674,3.0,0.5090807474193556,14.113436502408476,0.0,0.0,0.0,1.0,0.0,1.0,7195.0,37.2,23.2,34.3,1.5,1.1,17910.0,8.1
7134,50008669,2.77466433158202,2.779818620135461,3.0,0.1718587996899487,1.7755055436437603,0.0,0.0,1.0,0.0,0.0,0.0,8947.0,73.8,6.7,8.5,0.0,9.1,55645.0,4.1
7135,50008684,2.8570119156736937,2.8199898011218765,3.0,0.197627837254509,1.5488721675126145,0.0,1.0,0.0,0.0,0.0,0.0,3985.0,77.5,3.7,9.3,0.0,4.2,82140.0,3.0
7136,50008709,2.7074468085106385,2.834724483081079,3.0,0.231926255853086,5.794854885007481,0.0,0.0,0.0,0.0,1.0,0.0,1738.0,41.0,17.4,19.8,0.0,17.5,35375.0,11.7
7137,50008725,2.805080352514256,2.714226260664493,1.0,0.5522150470086621,2.8550139271607646,0.0,1.0,0.0,0.0,0.0,0.0,4299.0,73.7,3.2,11.7,0.0,8.3,62145.0,5.3
7138,50008729,2.818045112781955,2.688087774294671,1.0,0.0044028434355381,0.4378492909080804,0.0,0.0,1.0,0.0,0.0,0.0,982.0,72.8,2.2,7.1,0.0,17.8,118143.0,6.2
7139,50008732,2.845360824742268,2.689588564805872,3.0,0.4223861004669469,0.2448291262340654,0.0,0.0,0.0,1.0,0.0,1.0,4325.0,56.0,0.7,25.2,0.0,14.5,38874.0,5.9
7140,50008739,2.919254658385093,2.834724483081079,3.0,0.1340214418540224,0.2500901261040543,0.0,0.0,1.0,0.0,0.0,1.0,8875.0,69.8,1.4,7.5,0.0,15.9,115333.0,2.7
7141,50008743,2.795939086294416,2.821428571428572,3.0,0.4120201249097992,7.291868792918526,1.0,0.0,0.0,0.0,0.0,1.0,2692.0,41.9,6.9,34.6,0.3,13.3,23930.0,10.8
7142,50008761,2.805080352514256,2.834724483081079,3.0,0.3652055127954595,2.564551376329564,0.0,1.0,0.0,0.0,0.0,1.0,6138.0,37.6,2.5,55.2,0.0,2.7,33496.0,10.7
7143,50008767,2.8692129629629632,2.7798186201354604,3.0,3.299594381388493,11.653130969650809,0.0,0.0,0.0,0.0,1.0,1.0,7644.0,80.8,1.1,10.2,0.0,7.9,30255.0,8.1
7144,50008774,2.805080352514256,2.779818620135461,3.0,0.3677055590913411,2.700399702882208,0.0,1.0,0.0,0.0,0.0,0.0,3338.0,66.4,4.5,25.5,0.0,3.6,16314.0,3.8
7145,50008801,2.608843537414966,2.714226260664493,3.0,0.1907194337956465,3.358590808308803,1.0,0.0,0.0,0.0,0.0,0.0,5355.0,1.5,18.9,76.5,0.0,3.0,11493.0,9.4
7146,50008807,2.77466433158202,2.778830963665087,3.0,0.1984202172898018,1.7736259605596594,0.0,0.0,1.0,0.0,0.0,0.0,8947.0,73.8,6.7,8.5,0.0,9.1,55645.0,4.1
7147,50008811,2.769230769230769,2.834724483081079,3.0,1.1726481120576684,4.003455595392039,0.0,1.0,0.0,0.0,0.0,1.0,6156.0,11.6,1.4,75.7,0.3,10.7,20352.0,12.0
7148,50008826,2.77466433158202,2.7798186201354604,3.0,0.0283880472229306,1.593644033940698,0.0,0.0,1.0,0.0,0.0,0.0,2899.0,76.2,3.2,5.7,0.0,11.7,130372.0,4.8
7149,50008831,2.8515625,2.896148555708391,3.0,1.3316197196117123,3.95126986386499,0.0,0.0,0.0,1.0,0.0,0.0,2783.0,87.7,0.0,10.8,0.0,1.5,33089.0,9.6
7150,50008834,2.778688524590164,2.9737774627923463,3.0,0.338421690452265,5.548188590031908,1.0,0.0,0.0,0.0,0.0,0.0,7610.0,0.0,30.2,69.6,0.0,0.2,12152.0,11.4
7151,50008876,2.6586501163692784,2.854785478547855,3.0,0.2955309369289384,7.143581964025308,1.0,0.0,0.0,0.0,0.0,0.0,5908.0,23.0,10.2,63.5,1.3,1.4,10723.0,14.5
7152,50008894,2.7100500577589526,2.733296213808463,3.0,0.2249912433724322,1.5238828036621757,0.0,0.0,1.0,0.0,0.0,0.0,4216.0,50.0,1.8,17.9,0.0,22.9,60670.0,9.3
7153,50008904,2.7737789203084837,2.574162679425837,3.0,0.3297961321045811,1.1665629362111734,0.0,0.0,0.0,1.0,0.0,0.0,3967.0,40.1,0.7,29.7,0.0,28.0,34417.0,12.4
7154,50008942,2.6772626931567327,2.8850716757291157,3.0,0.5558443016510193,5.375789391985826,0.0,1.0,0.0,0.0,0.0,0.0,5937.0,7.2,0.3,10.3,0.0,79.4,14964.0,11.0
7155,50008955,2.7100500577589526,2.733296213808463,3.0,0.2229373921863809,1.485347589929113,0.0,0.0,1.0,0.0,0.0,0.0,4216.0,50.0,1.8,17.9,0.0,22.9,60670.0,9.3
7156,50008960,2.790192926045016,2.689030362389814,3.0,0.0180303748231896,0.99866672684888,0.0,0.0,1.0,0.0,0.0,0.0,7640.0,65.1,1.1,7.3,0.0,21.3,88081.0,6.7
7157,50008977,2.8236765318882866,2.688087774294671,2.0,0.0919939992896852,1.9083333099961568,0.0,0.0,1.0,0.0,0.0,0.0,5531.0,68.3,7.6,14.7,0.0,6.3,104544.0,3.2
7158,50008983,2.7525179856115107,2.804656538969617,2.0,0.3475831013636004,4.09136793715984,0.0,1.0,0.0,0.0,0.0,0.0,3617.0,22.4,60.2,9.7,0.0,5.4,27150.0,8.3
7159,50008995,2.7844058243306717,2.834724483081079,3.0,0.0966418498340663,1.433501966771631,0.0,0.0,1.0,0.0,0.0,0.0,5677.0,83.3,1.6,9.5,0.0,4.9,99274.0,6.2
7160,50009001,2.77466433158202,2.6834381551362685,3.0,0.0401402330591464,1.5996840827330103,0.0,0.0,1.0,0.0,0.0,0.0,2899.0,76.2,3.2,5.7,0.0,11.7,130372.0,4.8
7161,50009013,2.6772626931567327,2.714226260664493,3.0,0.6911398248535745,5.655106909919123,0.0,1.0,0.0,0.0,0.0,0.0,2094.0,38.3,2.5,8.9,1.0,48.0,23343.0,5.8
7162,50009019,2.7776606954689145,2.9771309771309773,3.0,0.0360784014720512,1.182894741372658,0.0,0.0,1.0,0.0,0.0,0.0,12427.0,76.4,1.4,6.1,0.0,13.1,109141.0,2.3
7163,50009047,2.78955223880597,2.733296213808463,3.0,0.0093989327058585,1.1463252808908604,0.0,0.0,1.0,0.0,0.0,0.0,1912.0,45.8,2.6,2.8,0.4,46.6,83498.0,3.5
7164,50009057,2.805080352514256,2.733296213808463,3.0,0.4983223435140562,3.10886973082209,0.0,1.0,0.0,0.0,0.0,0.0,2431.0,71.9,0.0,22.5,0.0,3.1,42986.0,5.7
7165,50009062,2.809284818067754,2.834724483081079,3.0,1.3436645004082075,4.1169234509212655,0.0,0.0,0.0,1.0,0.0,0.0,4932.0,42.8,2.0,45.4,0.0,9.1,23000.0,10.2
7166,50009070,2.7596273291925466,2.778830963665087,3.0,0.4412678884934078,3.122007596237903,0.0,0.0,0.0,1.0,0.0,1.0,2988.0,4.8,0.4,42.5,0.2,49.2,18528.0,7.1
7167,50009079,2.846702317290553,2.714226260664493,3.0,0.3487741070815992,7.537922533168027,0.0,1.0,0.0,0.0,0.0,0.0,3662.0,54.0,1.3,10.8,0.0,33.5,23484.0,13.8
7168,50009095,2.7959025898724392,2.834724483081079,3.0,0.0542249523361233,0.5445768459578864,0.0,0.0,1.0,0.0,0.0,0.0,7259.0,86.3,1.8,4.4,0.3,6.5,164802.0,6.5
7169,50009127,2.8570119156736937,2.8001988071570576,3.0,0.1778843541658335,1.8598065570384803,0.0,1.0,0.0,0.0,0.0,0.0,4162.0,68.9,5.0,7.7,0.0,12.8,86132.0,5.1
7170,50009132,2.7849877236057523,2.973777462792346,3.0,0.0424787926861275,0.8243451950040095,0.0,0.0,1.0,0.0,0.0,0.0,1912.0,45.8,2.6,2.8,0.4,46.6,83498.0,3.5
7171,50009134,2.6537982565379825,2.714226260664493,3.0,0.6730578907758179,5.884495827939997,0.0,1.0,0.0,0.0,0.0,0.0,3538.0,2.9,35.0,59.0,0.5,1.7,13996.0,15.1
7172,50009155,2.8558951965065504,2.834724483081079,3.0,1.9370195680745703,11.886324292228156,0.0,0.0,0.0,1.0,0.0,1.0,4113.0,4.9,80.9,8.2,0.3,4.8,28313.0,3.9
7173,50009159,2.802474591250552,2.8001988071570576,3.0,0.1331437346708082,1.0244260645736485,0.0,0.0,1.0,0.0,0.0,0.0,4288.0,55.4,0.1,7.8,0.0,27.1,68346.0,8.6
7174,50009170,2.7141931302657163,2.9132402866842697,3.0,0.5746246276987154,3.3431580735225173,0.0,0.0,0.0,1.0,0.0,1.0,7632.0,1.7,3.3,89.7,0.1,4.8,15337.0,4.9
7175,50009171,2.7948290241868228,2.8146341463414632,3.0,0.0908997110086848,4.893372274529146,0.0,0.0,0.0,1.0,0.0,0.0,1748.0,69.2,0.1,7.3,0.0,18.9,65156.0,2.4
7176,50009197,2.7141931302657163,2.6753664640686448,3.0,0.8452378044354485,3.008774659238995,0.0,0.0,0.0,1.0,0.0,0.0,3946.0,0.8,2.5,88.7,0.0,5.9,15362.0,7.1
7177,50009215,2.769230769230769,2.689588564805872,3.0,0.7152516880960678,3.7689845509614015,0.0,1.0,0.0,0.0,0.0,0.0,5743.0,17.9,3.3,75.7,0.0,1.5,18377.0,13.6
7178,50009225,2.7525179856115107,2.733296213808463,3.0,0.153101459670101,3.2491059021095827,0.0,1.0,0.0,0.0,0.0,0.0,2863.0,39.8,32.3,10.8,0.0,11.8,46365.0,2.9
7179,50009228,2.854922279792746,2.834724483081079,3.0,0.0695032709092876,0.4812510165962638,0.0,0.0,1.0,0.0,0.0,0.0,2673.0,57.1,7.4,7.3,0.4,23.7,70170.0,12.4
7180,50009304,2.778688524590164,2.834724483081079,3.0,0.3377265061422075,5.545338939759851,1.0,0.0,0.0,0.0,0.0,0.0,7610.0,0.0,30.2,69.6,0.0,0.2,12152.0,11.4
7181,50009320,2.799482535575679,2.733296213808463,3.0,0.3490371535897744,2.6479676296290857,0.0,1.0,0.0,0.0,0.0,0.0,2899.0,64.6,0.1,19.9,0.9,12.2,51020.0,4.8
7182,50009326,2.797155688622754,2.834724483081079,3.0,0.1919634648715316,0.843926458648924,0.0,0.0,1.0,0.0,0.0,0.0,7897.0,34.8,1.0,5.9,0.4,55.1,53593.0,5.8
7183,50009332,2.8588235294117648,2.778830963665087,3.0,0.0114557302416809,0.1930055158264553,0.0,0.0,1.0,0.0,0.0,0.0,6735.0,75.4,1.5,3.4,0.0,15.2,193017.0,1.6
7184,50009335,2.801546391752577,2.8850716757291157,3.0,0.0847801688495696,0.2044171629111741,0.0,0.0,1.0,0.0,0.0,0.0,1717.0,75.7,2.0,5.4,0.0,16.0,111765.0,1.7
7185,50009338,2.801546391752577,2.8850716757291157,3.0,0.0350819717107521,0.1996987872452267,0.0,0.0,1.0,0.0,0.0,0.0,258.0,82.6,0.4,3.1,9.7,4.3,61424.0,0.0
7186,50009340,2.84902411021814,2.733296213808463,2.0,0.6907692324091342,4.045036989795036,0.0,1.0,0.0,0.0,0.0,0.0,4779.0,64.1,1.4,19.7,0.0,12.7,46375.0,3.7
7187,50009345,2.854922279792746,2.854785478547855,3.0,0.0201009843211216,0.3870358370521639,0.0,0.0,1.0,0.0,0.0,0.0,2673.0,57.1,7.4,7.3,0.4,23.7,70170.0,12.4
7188,50009353,2.797155688622754,2.8850716757291157,3.0,0.1247583987171903,0.813155605420128,0.0,0.0,1.0,0.0,0.0,1.0,7897.0,34.8,1.0,5.9,0.4,55.1,53593.0,5.8
7189,50009366,2.7100500577589526,2.714226260664493,3.0,0.1242463414045325,0.9643447406227896,0.0,0.0,1.0,0.0,0.0,0.0,7550.0,13.6,0.3,5.0,0.0,78.3,28519.0,4.7
7190,50009407,2.881025641025641,2.863381160324392,3.0,0.0652172467419318,1.657636412136466,0.0,0.0,1.0,0.0,0.0,0.0,9120.0,83.4,2.5,6.2,0.0,6.4,105968.0,1.3
7191,50009430,2.801546391752577,2.733296213808463,2.0,0.0324713736209588,0.1595481880965241,0.0,0.0,1.0,0.0,0.0,0.0,6781.0,67.1,2.2,5.1,0.0,21.2,91200.0,4.1
7192,50009442,2.683585313174946,2.8850716757291157,3.0,0.1770679503199751,3.7178017230382503,0.0,0.0,1.0,0.0,0.0,0.0,1807.0,54.3,14.1,11.0,2.4,14.7,26527.0,4.2
7193,50009452,2.78955223880597,2.8326446280991737,3.0,0.0063362872782379,1.234474846667051,0.0,0.0,1.0,0.0,0.0,0.0,3206.0,69.4,0.7,3.0,0.0,23.9,149562.0,6.6
7194,50009455,2.816885964912281,2.863381160324392,3.0,0.0285494902621224,2.2209965357610773,0.0,0.0,1.0,0.0,0.0,0.0,8486.0,62.8,4.0,20.2,0.0,9.6,87900.0,3.2
7195,50009466,2.876777251184834,2.8199898011218765,3.0,0.4917963393418493,6.372041875522421,1.0,0.0,0.0,0.0,0.0,0.0,5622.0,2.8,14.2,60.9,0.0,17.8,18825.0,18.6
7196,50009469,2.8570119156736937,2.91324028668427,3.0,0.2634290830808701,1.193019193683624,0.0,1.0,0.0,0.0,0.0,0.0,4295.0,76.2,3.9,6.6,0.0,8.7,100012.0,5.5
7197,50009471,2.842293906810036,2.91324028668427,3.0,0.0933323099295782,2.8364575309200286,0.0,1.0,0.0,0.0,0.0,1.0,2455.0,52.5,10.0,17.6,0.0,14.8,57069.0,7.4
7198,50009476,2.919254658385093,2.9132402866842697,3.0,0.1340214418540224,0.2500901261040543,0.0,0.0,1.0,0.0,0.0,1.0,8875.0,69.8,1.4,7.5,0.0,15.9,115333.0,2.7
7199,50009477,2.7971556886227544,2.689588564805872,3.0,0.0605664535343081,0.563087034381897,0.0,0.0,1.0,0.0,0.0,0.0,984.0,67.9,0.3,2.5,0.0,25.2,118156.0,3.3
7200,50009481,2.7974193548387096,2.834724483081079,3.0,0.2140764444841628,0.5757704122377292,0.0,0.0,0.0,1.0,0.0,1.0,1058.0,24.5,3.6,62.1,0.0,9.8,29555.0,4.8
7201,50009495,2.7766287487073424,2.828252788104089,3.0,1.0480894126780933,8.677408500430337,0.0,1.0,0.0,0.0,0.0,0.0,3303.0,65.8,1.9,6.4,0.0,24.6,31715.0,3.1
7202,50009500,2.8236765318882866,2.834724483081079,3.0,0.0744767771935781,1.8226568721565668,0.0,0.0,1.0,0.0,0.0,0.0,5531.0,68.3,7.6,14.7,0.0,6.3,104544.0,3.2
7203,50009513,2.7100500577589526,2.834724483081079,3.0,0.1709181639324488,1.2490588035236856,0.0,0.0,1.0,0.0,0.0,0.0,8326.0,30.7,3.5,9.8,0.1,54.5,34216.0,4.2
7204,50009519,2.720212765957447,2.834724483081079,3.0,0.1543628701996873,9.763779312579256,0.0,1.0,0.0,0.0,0.0,1.0,3975.0,86.2,0.4,6.3,0.0,4.1,18616.0,12.0
7205,50009526,2.801546391752577,2.733296213808463,1.0,0.0281757958061659,0.1816453515216629,0.0,0.0,1.0,0.0,0.0,0.0,7654.0,78.0,1.1,5.0,0.0,14.2,120863.0,2.9
7206,50009542,2.7959025898724392,2.770758620689655,2.0,0.025075853432652,0.4198574024271414,0.0,0.0,1.0,0.0,0.0,0.0,1166.0,76.5,2.2,6.3,0.0,14.9,151378.0,1.9
7207,50009557,2.84902411021814,2.834724483081079,3.0,0.1848046891308396,3.4277838681908483,0.0,1.0,0.0,0.0,0.0,0.0,4289.0,78.6,2.0,7.2,0.6,8.0,70579.0,2.1
7208,50009591,2.7974193548387096,2.6753664640686448,3.0,0.1557178180941223,0.4932789025878429,0.0,0.0,0.0,1.0,0.0,1.0,1058.0,24.5,3.6,62.1,0.0,9.8,29555.0,4.8
7209,50009619,2.7547169811320757,2.77768479776848,3.0,0.2891179729010763,9.374868948923975,0.0,0.0,0.0,1.0,0.0,0.0,4367.0,0.7,86.2,8.2,0.0,0.0,20164.0,8.3
7210,50009624,2.919254658385093,2.770758620689655,3.0,0.1340214418540224,0.2500901261040543,0.0,0.0,1.0,0.0,0.0,1.0,8875.0,69.8,1.4,7.5,0.0,15.9,115333.0,2.7
7211,50009657,2.8232662192393736,2.3972602739726026,2.0,0.0719554602934069,0.8014858500702007,0.0,0.0,1.0,0.0,0.0,0.0,7456.0,80.3,4.1,7.8,0.0,7.6,106868.0,6.7
7212,50009665,2.818045112781955,2.834724483081079,3.0,0.1493473649122295,1.1833274891803904,0.0,0.0,1.0,0.0,0.0,1.0,6384.0,40.9,9.1,36.3,0.0,13.3,65809.0,5.7
7213,50009700,2.688581314878893,2.973777462792346,3.0,0.483486298374857,5.281087748677392,0.0,1.0,0.0,0.0,0.0,1.0,5297.0,4.3,81.6,11.5,0.2,0.7,16761.0,9.3
7214,50009712,2.728395061728395,2.714226260664493,3.0,0.0423203049258962,5.464578237923971,1.0,0.0,0.0,0.0,0.0,1.0,5388.0,0.5,28.9,65.7,0.0,2.3,12008.0,15.7
7215,50009731,2.750764525993884,2.8850716757291157,3.0,0.6055520755877334,0.9982487050319476,0.0,0.0,0.0,1.0,0.0,0.0,3755.0,57.0,1.5,18.9,0.0,17.8,34488.0,1.9
7216,50009734,2.6817733990147783,2.714226260664493,3.0,0.0662175825735381,7.38376886140425,0.0,0.0,0.0,1.0,0.0,1.0,5082.0,1.6,25.6,30.6,0.2,35.9,14631.0,15.2
7217,50009755,2.8570119156736937,2.804656538969617,1.0,0.0327339314235278,2.0065525958757373,0.0,1.0,0.0,0.0,0.0,0.0,3532.0,1.9,45.4,29.0,0.0,22.5,9786.0,23.3
7218,50009767,2.7959025898724392,2.6834381551362685,2.0,0.0344097380733658,0.330161169862549,0.0,0.0,1.0,0.0,0.0,0.0,9116.0,79.6,1.9,5.6,0.0,12.4,128063.0,4.0
7219,50009794,2.8688946015424164,2.6260712674785744,3.0,0.3844912978311563,9.572085671004825,0.0,1.0,0.0,0.0,0.0,1.0,2185.0,38.0,2.2,40.8,0.0,19.1,20040.0,12.2
7220,50009804,2.694304253785148,2.779818620135461,3.0,0.0774867309953282,3.122140275703146,0.0,0.0,1.0,0.0,0.0,0.0,9327.0,34.8,11.2,44.7,0.0,7.1,28090.0,12.0
7221,50009820,2.731610337972167,2.714226260664493,3.0,0.19962451577304,6.055938451868564,1.0,0.0,0.0,0.0,0.0,1.0,3386.0,2.1,20.8,71.9,0.0,0.3,11642.0,19.4
7222,50009827,2.8570119156736937,2.8001988071570576,3.0,0.083836671619709,2.016041438055856,0.0,1.0,0.0,0.0,0.0,0.0,967.0,57.5,9.7,9.4,2.7,16.9,71247.0,4.0
