,CAMIS,ZIPCODE,CUISINE DESCRIPTION,GRADE,ClosestWorkingTankDis,ClosestBadTankDis,BORO_Bronx,BORO_Brooklyn,BORO_Manhattan,BORO_Queens,BORO_Staten Island,RESULT,Pop,White,Black,Hispanic,Native,Asian,Inc,Unemp
2028,41066841,2.818045112781955,2.863381160324392,3.0,0.0019932953565144,0.6606674238755137,0.0,0.0,1.0,0.0,0.0,0.0,1068.0,35.5,35.4,23.6,0.0,1.4,28372.0,12.9
2029,41067289,2.790192926045016,2.6753664640686448,3.0,0.030242538296556,0.7342227558242008,0.0,0.0,1.0,0.0,0.0,0.0,3060.0,72.6,3.4,3.5,0.0,18.3,108621.0,0.9
2030,41067502,2.809284818067754,2.779818620135461,3.0,1.513943024131748,3.773718971023692,0.0,0.0,0.0,1.0,0.0,0.0,5382.0,13.4,2.0,73.4,0.0,11.1,21119.0,4.1
2031,41067651,2.78955223880597,2.834724483081079,3.0,0.001160952803103,1.3897748048253964,0.0,0.0,1.0,0.0,0.0,0.0,3206.0,69.4,0.7,3.0,0.0,23.9,149562.0,6.6
2032,41067696,2.831124894276854,2.863381160324392,3.0,0.0501854176707951,0.5509310771265138,0.0,0.0,1.0,0.0,0.0,0.0,982.0,72.8,2.2,7.1,0.0,17.8,118143.0,6.2
2033,41067778,2.8236765318882866,2.6094334913900674,3.0,0.0456570468807597,1.468175127776345,0.0,0.0,1.0,0.0,0.0,0.0,7159.0,74.1,0.8,12.3,0.0,9.6,126749.0,4.8
2034,41068088,2.7710280373831773,2.834724483081079,3.0,0.2015581668313887,4.81677151450167,0.0,1.0,0.0,0.0,0.0,1.0,5740.0,12.8,45.5,34.7,0.0,6.1,20528.0,9.0
2035,41068567,2.8180542563143125,2.834724483081079,3.0,0.0177806057397524,0.6247358570880859,0.0,0.0,1.0,0.0,0.0,0.0,2054.0,44.1,2.3,7.1,0.0,41.2,85826.0,7.3
2036,41068576,2.731610337972167,2.834724483081079,3.0,0.3585175495180706,6.174314713140866,1.0,0.0,0.0,0.0,0.0,0.0,1594.0,2.8,32.8,63.6,0.0,0.0,10136.0,23.3
2037,41068607,2.7849877236057523,2.6753664640686448,2.0,0.0004549457359726,1.0220499756139405,0.0,0.0,1.0,0.0,0.0,0.0,186.0,58.1,10.2,1.1,0.0,27.4,84762.0,4.3
2038,41068920,2.7100500577589526,2.834724483081079,2.0,0.0433553910563008,1.3508813649576492,0.0,0.0,1.0,0.0,0.0,0.0,4216.0,50.0,1.8,17.9,0.0,22.9,60670.0,9.3
2039,41069367,2.6537982565379825,2.834724483081079,3.0,0.393223480940121,5.689727657294376,0.0,1.0,0.0,0.0,0.0,0.0,1748.0,5.5,20.0,63.9,0.0,5.0,21496.0,8.7
2040,41069646,2.6586501163692784,2.6260712674785744,3.0,0.696177533266358,7.342409692080216,1.0,0.0,0.0,0.0,0.0,0.0,5168.0,1.5,17.3,71.7,0.0,6.6,12105.0,18.1
2041,41070120,2.88517745302714,2.834724483081079,3.0,1.343636210194747,7.489085756749199,1.0,0.0,0.0,0.0,0.0,0.0,1364.0,55.1,1.5,41.2,0.0,0.0,33654.0,6.7
2042,41070633,2.7596273291925466,2.834724483081079,3.0,0.1560268995996173,3.2746291412270008,0.0,0.0,0.0,1.0,0.0,1.0,4703.0,27.0,2.4,19.3,0.0,47.8,29022.0,2.4
2043,41070857,2.688581314878893,2.6260712674785744,3.0,0.2563399320650127,5.357485482457458,0.0,1.0,0.0,0.0,0.0,1.0,5140.0,20.0,60.8,13.9,0.0,1.8,20874.0,6.9
2044,41071232,2.7878535773710484,2.834724483081079,3.0,0.4170541622014753,2.037660018316934,0.0,1.0,0.0,0.0,0.0,0.0,4028.0,78.6,0.0,13.6,0.0,5.3,43393.0,5.3
2045,41071308,3.0,2.834724483081079,3.0,0.0688232492472495,0.5981443749082893,0.0,0.0,1.0,0.0,0.0,0.0,982.0,72.8,2.2,7.1,0.0,17.8,118143.0,6.2
2046,41071980,2.7959025898724392,2.804656538969617,3.0,0.0317389689851773,0.4176614287228409,0.0,0.0,1.0,0.0,0.0,0.0,1683.0,74.2,1.3,13.6,0.4,7.5,103118.0,3.6
2047,41072640,2.7141931302657163,2.6753664640686448,3.0,0.6398897564789431,3.378329658977616,0.0,0.0,0.0,1.0,0.0,1.0,3339.0,0.3,0.2,95.6,0.0,3.9,11919.0,6.6
2048,41072750,2.825072886297376,2.7798186201354604,3.0,0.0052235091606076,0.5434633007656445,0.0,0.0,1.0,0.0,0.0,0.0,4374.0,66.0,1.9,10.6,0.0,19.5,93787.0,3.3
2049,41072888,2.854922279792746,2.7798186201354604,2.0,0.0248391905261168,0.4057944598512981,0.0,0.0,1.0,0.0,0.0,0.0,2673.0,57.1,7.4,7.3,0.4,23.7,70170.0,12.4
2050,41072936,2.817622950819672,2.778830963665087,3.0,0.0021532995654443,1.5669577345734147,0.0,0.0,1.0,0.0,0.0,0.0,4467.0,88.1,0.2,4.9,0.8,1.9,209894.0,1.9
2051,41073304,2.5942028985507246,2.834724483081079,3.0,1.4834219886832942,7.008500631429075,0.0,0.0,0.0,1.0,0.0,0.0,3586.0,5.6,8.6,31.5,2.2,34.1,18872.0,10.2
2052,41073493,2.851694915254237,2.804656538969617,3.0,1.97359869420196,8.71755006248385,0.0,0.0,0.0,0.0,1.0,0.0,3217.0,59.3,8.6,22.1,0.0,9.2,23240.0,13.6
2053,41073604,2.8236765318882866,2.778830963665087,3.0,0.0976564573393528,1.4695068296046327,0.0,0.0,1.0,0.0,0.0,0.0,6665.0,65.1,3.6,6.6,0.0,19.6,122725.0,5.9
2054,41073631,2.763013698630137,2.8146341463414632,3.0,1.0188920108319306,0.8021185793433323,0.0,0.0,0.0,1.0,0.0,0.0,3367.0,66.2,3.0,20.6,0.0,8.7,32201.0,9.3
2055,41073979,2.7100500577589526,2.834724483081079,3.0,0.1377201080908662,1.1620890011670542,0.0,0.0,1.0,0.0,0.0,0.0,3155.0,65.9,3.5,11.8,0.0,15.5,64817.0,1.8
2056,41074013,2.818045112781955,2.834724483081079,2.0,0.0005067002728141,0.4746509266514347,0.0,0.0,1.0,0.0,0.0,0.0,149.0,55.0,0.0,4.7,8.1,32.2,136078.0,4.1
2057,41074207,2.784405824330672,2.834724483081079,3.0,0.0985088708701522,1.4942360613609726,0.0,0.0,1.0,0.0,0.0,0.0,6115.0,78.9,1.5,2.7,1.9,12.9,112005.0,4.3
2058,41074503,2.7596273291925466,2.778830963665087,3.0,0.0408047177024739,2.894434110842707,0.0,0.0,0.0,1.0,0.0,0.0,4218.0,7.1,0.0,23.2,0.0,69.4,21147.0,4.5
2059,41075211,2.8570119156736937,2.733296213808463,3.0,0.031297054337045,1.480074881928692,0.0,1.0,0.0,0.0,0.0,0.0,2600.0,75.6,3.7,8.3,0.0,9.8,78881.0,7.9
2060,41075977,2.801546391752577,2.6094334913900674,2.0,0.0004904620714258,0.3397223397201901,0.0,0.0,1.0,0.0,0.0,0.0,5045.0,80.8,2.0,6.3,0.0,10.1,104572.0,4.9
2061,41076270,2.7849877236057523,2.8850716757291157,3.0,0.0014197595187786,1.0488475536506123,0.0,0.0,1.0,0.0,0.0,1.0,1259.0,52.3,4.7,5.8,0.0,34.6,118772.0,5.7
2062,41076408,2.818045112781955,2.804656538969617,3.0,0.0611488863583589,1.021599654489128,0.0,0.0,1.0,0.0,0.0,0.0,8192.0,61.2,4.3,19.3,0.0,12.6,54804.0,7.1
2063,41076471,2.851694915254237,2.7079207920792085,3.0,2.292412346874064,8.868781958974532,0.0,0.0,0.0,0.0,1.0,0.0,3470.0,80.3,1.7,5.6,0.0,10.3,39558.0,4.2
2064,41076903,2.876777251184834,2.6260712674785744,3.0,0.7990269611583644,6.361441879732743,1.0,0.0,0.0,0.0,0.0,0.0,6243.0,1.4,38.7,39.1,0.7,15.0,21913.0,11.2
2065,41076966,2.7442455242966752,2.77768479776848,3.0,0.3900373143999758,5.811036750958713,1.0,0.0,0.0,0.0,0.0,0.0,4140.0,0.6,27.2,71.6,0.0,0.7,12532.0,17.8
2066,41076970,2.801388888888889,2.973777462792346,3.0,0.2312942659746078,4.386976496398311,0.0,1.0,0.0,0.0,0.0,0.0,2501.0,12.2,63.2,18.4,2.4,1.6,35028.0,11.5
2067,41077301,2.77466433158202,2.7945472249269714,3.0,0.1305087310704497,1.3460511107798212,0.0,0.0,1.0,0.0,0.0,0.0,3140.0,53.3,9.4,15.5,1.2,13.4,55379.0,15.5
2068,41077507,2.77972027972028,2.6753664640686448,2.0,0.3535878704453399,8.216296372126623,1.0,0.0,0.0,0.0,0.0,0.0,4055.0,14.6,13.6,50.8,0.0,20.0,15137.0,7.5
2069,41077631,2.694304253785148,2.6017025089605736,2.0,0.0414721006620864,3.3664686930923806,0.0,0.0,1.0,0.0,0.0,1.0,939.0,45.8,6.5,19.0,0.0,27.5,57343.0,8.1
2070,41078097,2.7596273291925466,2.688087774294671,3.0,0.4545500367924857,2.027537007492908,0.0,0.0,0.0,1.0,0.0,1.0,6563.0,4.6,0.6,55.8,1.5,35.0,21047.0,6.5
2071,41078099,2.8232662192393736,2.7798186201354604,3.0,0.030699554940919,0.7695472593757092,0.0,0.0,1.0,0.0,0.0,0.0,3158.0,87.6,1.3,5.7,0.4,5.1,138832.0,3.5
2072,41078357,2.817622950819672,2.821428571428572,3.0,0.0117784506867712,1.5975558196607809,0.0,0.0,1.0,0.0,0.0,0.0,11688.0,79.9,1.8,7.9,0.0,6.6,95574.0,4.6
2073,41079206,2.8206686930091185,2.6753664640686448,2.0,1.2012992477738786,6.585454107150366,0.0,1.0,0.0,0.0,0.0,0.0,2230.0,5.3,47.7,28.3,0.0,17.8,13244.0,10.6
2074,41079283,2.750764525993884,2.834724483081079,3.0,0.526940461065556,0.8573443029770467,0.0,0.0,0.0,1.0,0.0,0.0,4293.0,28.9,0.0,39.7,0.0,31.1,23438.0,10.1
2075,41079528,2.8236765318882866,2.804656538969617,3.0,0.0637212237340244,1.6375026364035907,0.0,0.0,1.0,0.0,0.0,0.0,6665.0,65.1,3.6,6.6,0.0,19.6,122725.0,5.9
2076,41080084,2.820864790665752,2.794547224926972,3.0,0.4960600531925591,5.702477995161537,0.0,1.0,0.0,0.0,0.0,0.0,5224.0,45.2,0.9,33.0,0.0,19.3,27040.0,8.0
2077,41080215,2.608843537414966,2.552833078101072,3.0,0.0929362239956531,3.361054163610386,1.0,0.0,0.0,0.0,0.0,0.0,4778.0,1.6,26.2,71.3,0.0,0.0,8911.0,10.6
2078,41080427,2.795939086294416,2.6260712674785744,3.0,0.956009493208142,6.866317571396295,1.0,0.0,0.0,0.0,0.0,0.0,2232.0,12.1,15.1,56.7,0.0,14.5,19417.0,7.0
2079,41080814,2.805080352514256,2.689030362389813,3.0,0.3293474316404898,2.7002051572351267,0.0,1.0,0.0,0.0,0.0,0.0,3338.0,66.4,4.5,25.5,0.0,3.6,16314.0,3.8
2080,41081510,2.7959025898724392,2.9771309771309773,3.0,0.0004944107355122,0.5049294485050687,0.0,0.0,1.0,0.0,0.0,0.0,287.0,92.7,0.0,1.4,0.0,5.9,254204.0,0.0
2081,41081535,2.805080352514256,2.6753664640686448,3.0,0.6131488480135067,2.9802466186981698,0.0,1.0,0.0,0.0,0.0,0.0,4299.0,73.7,3.2,11.7,0.0,8.3,62145.0,5.3
2082,41081705,2.845360824742268,2.8146341463414632,3.0,0.2747339815881633,0.2093808699350504,0.0,0.0,0.0,1.0,0.0,1.0,4315.0,36.1,3.1,37.4,0.0,19.5,31776.0,11.0
2083,41081933,2.6586501163692784,2.8850716757291157,2.0,0.2942938700084638,6.90547335524767,1.0,0.0,0.0,0.0,0.0,0.0,6808.0,15.5,8.4,73.2,0.0,1.2,13881.0,8.7
2084,41083735,2.6227709190672157,2.689588564805872,3.0,0.5242122219857687,5.541932846686489,1.0,0.0,0.0,0.0,0.0,1.0,3884.0,0.0,17.6,77.6,0.0,2.7,12249.0,11.6
2085,41083785,2.720450281425891,2.7777777777777777,3.0,0.4296399296967548,6.082593197922764,0.0,1.0,0.0,0.0,0.0,0.0,4712.0,42.1,21.9,19.1,0.3,13.8,27605.0,8.0
2086,41083839,2.8588235294117648,2.834724483081079,3.0,0.1317094895671527,0.245719021891503,0.0,0.0,1.0,0.0,0.0,0.0,6735.0,75.4,1.5,3.4,0.0,15.2,193017.0,1.6
2087,41083927,2.694304253785148,2.863381160324392,3.0,0.0114735005750516,3.17685077531497,0.0,0.0,1.0,0.0,0.0,1.0,9545.0,68.3,7.7,12.1,0.0,8.1,71846.0,5.0
2088,41084188,2.817622950819672,2.804656538969617,3.0,0.0330445963195151,1.5241665694477635,0.0,0.0,1.0,0.0,0.0,0.0,11688.0,79.9,1.8,7.9,0.0,6.6,95574.0,4.6
2089,41084277,2.82614742698192,2.8001988071570576,3.0,0.1269765187665916,0.8859660550632559,0.0,0.0,1.0,0.0,0.0,0.0,4374.0,66.0,1.9,10.6,0.0,19.5,93787.0,3.3
2090,41084481,2.7971556886227544,2.714226260664493,3.0,0.1544187535183548,0.7240685314159967,0.0,0.0,1.0,0.0,0.0,0.0,1343.0,20.6,0.7,1.5,1.1,71.3,44799.0,4.5
2091,41084776,2.78955223880597,2.8326446280991737,3.0,0.0572970096592743,1.408199017333736,0.0,0.0,1.0,0.0,0.0,1.0,3206.0,69.4,0.7,3.0,0.0,23.9,149562.0,6.6
2092,41085065,2.799482535575679,2.834724483081079,3.0,0.2507846827109659,2.640173709615292,0.0,1.0,0.0,0.0,0.0,1.0,2899.0,64.6,0.1,19.9,0.9,12.2,51020.0,4.8
2093,41086054,2.824795081967213,2.6260712674785744,3.0,0.5714897755311166,4.3701459466267085,0.0,1.0,0.0,0.0,0.0,1.0,3857.0,17.9,57.3,17.8,0.0,3.6,27904.0,11.9
2094,41086102,2.8570119156736937,2.8001988071570576,3.0,0.2665357929710466,2.032454846373304,0.0,1.0,0.0,0.0,0.0,0.0,3191.0,68.9,4.3,17.4,0.0,5.3,79747.0,5.1
2095,41086217,2.792507204610951,2.834724483081079,3.0,1.763865365269643,9.232673183597823,0.0,0.0,0.0,0.0,1.0,1.0,2691.0,31.1,24.4,31.3,0.0,7.5,27838.0,3.8
2096,41086368,2.7141931302657163,2.6753664640686448,3.0,0.502634310949605,3.438728800684769,0.0,0.0,0.0,1.0,0.0,0.0,7310.0,1.5,0.1,88.8,0.0,7.9,15441.0,4.1
2097,41086575,2.709401709401709,2.973777462792346,3.0,0.2226408283620199,8.270644721517051,1.0,0.0,0.0,0.0,0.0,1.0,4326.0,27.0,4.5,59.1,0.0,4.4,31090.0,11.1
2098,41086655,2.801388888888889,2.751020408163265,3.0,0.066815636607068,4.693761393979814,0.0,1.0,0.0,0.0,0.0,0.0,2886.0,20.9,57.0,10.9,0.0,7.9,39065.0,16.2
2099,41086673,2.7525179856115103,2.804656538969617,3.0,0.1546908448069278,3.3715021298945342,0.0,1.0,0.0,0.0,0.0,0.0,3223.0,58.2,21.5,5.8,0.0,9.9,49575.0,8.9
2100,41086770,2.8180542563143125,2.834724483081079,3.0,0.0068871689314247,0.9735353158137904,0.0,0.0,1.0,0.0,0.0,0.0,126.0,19.0,15.1,4.8,0.0,61.1,102013.0,0.0
2101,41086895,2.818045112781955,2.8326446280991737,3.0,0.0334089342436832,0.4986610097172108,0.0,0.0,1.0,0.0,0.0,0.0,149.0,55.0,0.0,4.7,8.1,32.2,136078.0,4.1
2102,41087130,2.7959025898724392,2.834724483081079,3.0,0.0212616075226955,0.1983678601797588,0.0,0.0,1.0,0.0,0.0,0.0,1683.0,74.2,1.3,13.6,0.4,7.5,103118.0,3.6
2103,41087273,2.7100500577589526,2.834724483081079,3.0,0.157884763657941,1.325670430397065,0.0,0.0,1.0,0.0,0.0,0.0,4216.0,50.0,1.8,17.9,0.0,22.9,60670.0,9.3
2104,41087519,2.7959025898724392,2.834724483081079,3.0,0.0327448660404995,0.3249294820129409,0.0,0.0,1.0,0.0,0.0,0.0,9116.0,79.6,1.9,5.6,0.0,12.4,128063.0,4.0
2105,41087789,2.762130177514793,2.733296213808463,3.0,0.0686858290801804,2.20218432320833,0.0,0.0,1.0,0.0,0.0,0.0,14693.0,69.8,4.1,12.4,0.0,9.3,56872.0,6.8
2106,41088457,2.77466433158202,2.8850716757291157,3.0,0.0401523791476587,1.7269687581603472,0.0,0.0,1.0,0.0,0.0,0.0,3726.0,70.5,2.7,5.6,0.3,16.6,104742.0,5.6
2107,41088798,2.688581314878893,2.689030362389814,3.0,0.3032585149096031,4.793583447740725,0.0,1.0,0.0,0.0,0.0,0.0,5097.0,2.9,58.4,31.6,1.2,4.3,19896.0,14.6
2108,41088825,2.809284818067754,2.6753664640686448,3.0,1.5435251643812815,3.8124785760877575,0.0,0.0,0.0,1.0,0.0,0.0,5382.0,13.4,2.0,73.4,0.0,11.1,21119.0,4.1
2109,41089169,2.8180542563143125,2.834724483081079,3.0,0.0664041834556829,1.40976582689999,0.0,0.0,1.0,0.0,0.0,0.0,3870.0,52.4,8.8,21.6,0.0,15.1,82399.0,6.3
2110,41089762,2.7710280373831777,2.6260712674785744,3.0,0.5689008632913892,5.412323012105721,0.0,1.0,0.0,0.0,0.0,0.0,4856.0,3.2,81.1,8.6,0.0,1.9,26842.0,14.0
2111,41089834,2.790192926045016,2.834724483081079,3.0,0.0471225345624627,0.7029461716471618,0.0,0.0,1.0,0.0,0.0,0.0,7640.0,65.1,1.1,7.3,0.0,21.3,88081.0,6.7
2112,41089876,2.831124894276854,2.834724483081079,3.0,0.0043583679221125,0.7762342969428929,0.0,0.0,1.0,0.0,0.0,0.0,792.0,85.0,0.8,3.8,0.9,8.7,157551.0,2.1
2113,41090020,2.863867684478372,2.8850716757291157,3.0,0.3409370762398944,3.524473507690552,0.0,1.0,0.0,0.0,0.0,0.0,7398.0,19.2,9.3,63.6,0.0,3.4,22531.0,10.8
2114,41090082,2.820864790665752,2.834724483081079,3.0,0.7834938184390139,5.955351561241893,0.0,1.0,0.0,0.0,0.0,1.0,3244.0,84.6,1.1,5.9,0.0,7.0,38667.0,9.5
2115,41090127,2.823045267489712,2.804656538969617,3.0,1.7231510696273276,9.676397078510616,1.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,17.5,77.8,0.0,4.8,69308.0,0.0
2116,41090212,2.7100500577589526,2.834724483081079,3.0,0.2283088445060979,1.51885979162148,0.0,0.0,1.0,0.0,0.0,0.0,4216.0,50.0,1.8,17.9,0.0,22.9,60670.0,9.3
2117,41090957,2.7971556886227544,2.804656538969617,3.0,0.0413999112506958,0.5156371781498206,0.0,0.0,1.0,0.0,0.0,0.0,2360.0,83.1,0.0,3.0,0.0,6.5,122003.0,5.1
2118,41091113,2.578703703703704,2.6753664640686448,2.0,0.6726250741873182,6.796928073457567,1.0,0.0,0.0,0.0,0.0,0.0,3717.0,0.8,22.4,75.4,0.0,0.5,11199.0,7.2
2119,41091215,2.784405824330672,2.863381160324392,3.0,0.0495306614526152,1.4430698572212537,0.0,0.0,1.0,0.0,0.0,0.0,5677.0,83.3,1.6,9.5,0.0,4.9,99274.0,6.2
2120,41091568,2.709401709401709,2.77768479776848,3.0,0.2628517240986707,8.417951208797136,1.0,0.0,0.0,0.0,0.0,1.0,4326.0,27.0,4.5,59.1,0.0,4.4,31090.0,11.1
2121,41091944,2.78955223880597,2.834724483081079,3.0,0.0208805197618971,1.0617069286477168,0.0,0.0,1.0,0.0,0.0,0.0,11252.0,52.8,3.5,28.6,0.0,13.6,58239.0,3.3
2122,41092078,2.7959025898724392,2.8787878787878776,3.0,0.0109092105428819,0.4617140288345048,0.0,0.0,1.0,0.0,0.0,0.0,287.0,92.7,0.0,1.4,0.0,5.9,254204.0,0.0
2123,41092334,2.683585313174946,2.834724483081079,3.0,0.1347440935027304,4.066942526700745,0.0,0.0,1.0,0.0,0.0,0.0,10211.0,35.1,16.6,18.2,0.0,26.5,33953.0,5.5
2124,41092403,2.8232662192393736,2.834724483081079,3.0,0.0364054262748234,0.8375473561301557,0.0,0.0,1.0,0.0,0.0,0.0,3158.0,87.6,1.3,5.7,0.4,5.1,138832.0,3.5
2125,41092609,2.8236765318882866,2.834724483081079,3.0,0.0692723021766541,1.854860355348599,0.0,0.0,1.0,0.0,0.0,0.0,5531.0,68.3,7.6,14.7,0.0,6.3,104544.0,3.2
2126,41092640,2.7766287487073424,2.7079207920792085,3.0,1.0551242739009712,8.386248636708608,0.0,1.0,0.0,0.0,0.0,0.0,3150.0,61.6,0.0,8.3,0.0,26.4,17977.0,12.5
2127,41092840,2.720212765957447,2.821428571428572,2.0,0.268165562530863,9.58309490096274,0.0,1.0,0.0,0.0,0.0,1.0,874.0,100.0,0.0,0.0,0.0,0.0,41708.0,7.8
2128,41092947,2.7074468085106385,2.6094334913900674,3.0,0.2763028476239687,6.275147061929069,0.0,0.0,0.0,0.0,1.0,0.0,1738.0,41.0,17.4,19.8,0.0,17.5,35375.0,11.7
2129,41093742,2.790192926045016,2.834724483081079,3.0,0.0057293067990189,1.0047075574451976,0.0,0.0,1.0,0.0,0.0,0.0,7640.0,65.1,1.1,7.3,0.0,21.3,88081.0,6.7
2130,41094023,2.7596273291925466,2.834724483081079,3.0,0.4435548526789599,3.11970581422878,0.0,0.0,0.0,1.0,0.0,0.0,2988.0,4.8,0.4,42.5,0.2,49.2,18528.0,7.1
2131,41094080,2.8688946015424164,2.6260712674785744,3.0,0.3620213762736771,9.663530426049814,0.0,1.0,0.0,0.0,0.0,0.0,2185.0,38.0,2.2,40.8,0.0,19.1,20040.0,12.2
2132,41094277,2.70777027027027,2.9132402866842697,3.0,0.1291731080127399,4.286476607081866,1.0,0.0,0.0,0.0,0.0,1.0,8554.0,2.5,36.1,58.8,0.0,1.3,12111.0,16.7
2133,41094546,2.6906077348066297,2.6260712674785744,3.0,0.1286453824002942,4.576811798751812,0.0,0.0,1.0,0.0,0.0,0.0,5225.0,8.5,59.7,27.2,1.0,0.7,24034.0,18.9
2134,41095546,2.8236765318882866,2.863381160324392,3.0,0.0811341611421904,1.6894334822242765,0.0,0.0,1.0,0.0,0.0,0.0,10650.0,52.4,20.2,19.5,0.0,6.6,87393.0,7.0
2135,41096100,2.8232662192393736,2.863381160324392,3.0,0.0007559736529833,0.9306662037743776,0.0,0.0,1.0,0.0,0.0,0.0,3126.0,94.1,0.0,3.5,0.0,2.4,194691.0,0.8
2136,41096117,2.8180542563143125,2.733296213808463,3.0,0.0177806057397524,0.6247358570880859,0.0,0.0,1.0,0.0,0.0,0.0,2054.0,44.1,2.3,7.1,0.0,41.2,85826.0,7.3
2137,41096461,2.8236765318882866,2.8146341463414632,3.0,0.1241671228086291,1.4334130180452984,0.0,0.0,1.0,0.0,0.0,0.0,6665.0,65.1,3.6,6.6,0.0,19.6,122725.0,5.9
2138,41096516,2.8067632850241546,2.77768479776848,2.0,0.9414299409112992,9.95807043708565,0.0,0.0,0.0,0.0,1.0,1.0,2550.0,6.2,60.4,27.1,0.0,6.3,12753.0,13.8
2139,41096822,2.694304253785148,2.804656538969617,3.0,0.0270637459997838,2.910470088213853,0.0,0.0,1.0,0.0,0.0,0.0,8310.0,72.7,5.8,10.0,0.0,9.5,70361.0,5.3
2140,41096895,2.6906077348066297,2.91324028668427,3.0,0.1075181297834486,4.913170032333809,0.0,0.0,1.0,0.0,0.0,1.0,1840.0,13.0,67.8,16.5,0.0,0.0,19405.0,14.7
2141,41097313,2.809284818067754,2.6094334913900674,3.0,1.3708903466088411,4.113754045497956,0.0,0.0,0.0,1.0,0.0,0.0,4932.0,42.8,2.0,45.4,0.0,9.1,23000.0,10.2
2142,41097853,2.809284818067754,2.834724483081079,3.0,1.4026485601495535,4.11124105378177,0.0,0.0,0.0,1.0,0.0,0.0,4932.0,42.8,2.0,45.4,0.0,9.1,23000.0,10.2
2143,41097973,2.7878535773710484,2.778830963665087,3.0,0.4184903949390115,2.0116970127389955,0.0,1.0,0.0,0.0,0.0,0.0,4028.0,78.6,0.0,13.6,0.0,5.3,43393.0,5.3
2144,41098073,2.7849877236057523,2.834724483081079,3.0,0.1056646786409739,0.956654386476309,0.0,0.0,1.0,0.0,0.0,0.0,186.0,58.1,10.2,1.1,0.0,27.4,84762.0,4.3
2145,41098752,2.7878535773710484,2.7642857142857142,3.0,0.6413739959983764,2.2469634709821493,0.0,1.0,0.0,0.0,0.0,1.0,2375.0,77.2,7.4,6.6,1.1,5.8,39702.0,8.0
2146,41098952,2.784405824330672,2.8326446280991737,3.0,0.0004788011292976,1.0632829178592105,0.0,0.0,1.0,0.0,0.0,0.0,5011.0,83.9,1.7,3.2,0.0,6.5,101718.0,5.7
2147,41098956,2.77466433158202,2.8326446280991737,3.0,0.0432814780689399,1.535042164244647,0.0,0.0,1.0,0.0,0.0,0.0,5604.0,81.8,2.1,4.6,0.3,9.9,119453.0,1.6
2148,41098989,2.77972027972028,2.9132402866842697,3.0,0.1976537595735042,8.819695811230146,1.0,0.0,0.0,0.0,0.0,0.0,3233.0,4.9,58.3,36.3,0.0,0.5,16709.0,19.5
2149,41099225,2.7074468085106385,2.778830963665087,3.0,0.3347911170250097,6.289488135339433,0.0,0.0,0.0,0.0,1.0,0.0,1738.0,41.0,17.4,19.8,0.0,17.5,35375.0,11.7
2150,41100003,2.790192926045016,2.8850716757291157,3.0,0.0004922773068095,0.7093503583156294,0.0,0.0,1.0,0.0,0.0,0.0,7640.0,65.1,1.1,7.3,0.0,21.3,88081.0,6.7
2151,41100006,2.820864790665752,2.849557522123894,3.0,0.6655073875249216,6.348145018070468,0.0,1.0,0.0,0.0,0.0,0.0,3423.0,64.2,0.7,19.3,0.0,11.5,32150.0,4.3
2152,41100265,2.809284818067754,2.834724483081079,3.0,1.7688252285538393,3.515261487955863,0.0,0.0,0.0,1.0,0.0,0.0,4192.0,65.6,2.9,26.2,0.0,4.8,24903.0,9.7
2153,41100350,2.784405824330672,2.834724483081079,3.0,0.1528358822536286,1.3854426790934853,0.0,0.0,1.0,0.0,0.0,0.0,5677.0,83.3,1.6,9.5,0.0,4.9,99274.0,6.2
2154,41100434,2.688116486613433,2.6017025089605736,2.0,0.6125833977497216,1.8559663038327483,0.0,0.0,0.0,1.0,0.0,0.0,4127.0,10.0,0.6,22.0,0.0,67.0,20641.0,5.5
2155,41100502,2.7596273291925466,2.6094334913900674,3.0,0.1542249160361505,3.352847225594548,0.0,0.0,0.0,1.0,0.0,0.0,4499.0,6.6,5.9,42.9,0.0,44.6,26792.0,6.7
2156,41100544,2.6666666666666665,2.834724483081079,3.0,0.5501609946470433,5.34237069345902,0.0,1.0,0.0,0.0,0.0,0.0,1256.0,6.7,64.9,13.8,0.0,13.2,6164.0,62.7
2157,41100740,2.881025641025641,2.863381160324392,3.0,0.0284616626040746,1.60206723750525,0.0,0.0,1.0,0.0,0.0,0.0,9521.0,81.9,1.4,7.0,0.0,6.7,95542.0,3.7
2158,41100958,2.7100500577589526,2.863381160324392,3.0,0.1314145516851163,1.322574645871901,0.0,0.0,1.0,0.0,0.0,0.0,4216.0,50.0,1.8,17.9,0.0,22.9,60670.0,9.3
2159,41101595,2.831124894276854,2.779818620135461,3.0,0.026590116374458,0.8670812937520181,0.0,0.0,1.0,0.0,0.0,0.0,6698.0,76.0,1.0,4.8,0.3,16.8,116745.0,4.5
2160,41101900,2.7849877236057523,2.8850716757291157,3.0,0.0694488116538435,0.987425897417322,0.0,0.0,1.0,0.0,0.0,0.0,1912.0,45.8,2.6,2.8,0.4,46.6,83498.0,3.5
2161,41102075,2.805080352514256,2.6094334913900674,3.0,0.4081418304040526,2.575080669308169,0.0,1.0,0.0,0.0,0.0,0.0,1998.0,74.7,2.0,10.1,0.0,12.2,70115.0,4.9
