,BIN,BOROUGH,ZIP,STREET_NAME,BLOCK,LOT,CONFIRMATION_NUM,REPORTING_YEAR,MEET_STANDARDS,LATITUDE,LONGITUDE,CENSUS_TRACT,BBL
575,1024918,MANHATTAN,10019,CENTRAL PARK SOUTH,1030,29,WTI3898310445,2020,Y,40.767019,-73.979444,137.0,1010300029.0
579,1008467502,MANHATTAN,10003,E 17th St,846,7502,WTI1935585875,2018,Y,40.737671,-73.991603,52.0,1008467502.0
585,1001109,MANHATTAN,10038,MAIDEN LANE,67,23,WTI2692399621,2019,Y,40.708807,-74.008678,1502.0,1000670023.0
588,1002192,MANHATTAN,10013,AVENUE OF THE AMERICAS,192,1,WTI4785860786,2017,Y,40.72008,-74.005184,33.0,1001920001.0
596,2033430300,BRONX,10467,Wayne Ave,3343,300,WTI8174154636,2019,Y,40.879687,-73.87795,421.0,2033430300.0
598,1083346,MANHATTAN,10041,WATER STREET,32,7501,WTI4027304800,2018,Y,40.703608,-74.009691,9.0,1000327501.0
600,1031399,MANHATTAN,10024,WEST   86 STREET,1200,5,WTI9087740515,2019,Y,40.786044,-73.971097,173.0,1012000005.0
607,1037995,MANHATTAN,10017,EAST   48 STREET,1321,42,WTI9866082718,2020,Y,40.754339,-73.971154,90.0,1013210042.0
608,1070766,MANHATTAN,10023,WEST END AVENUE,1179,7503,WTI7333792091,2018,Y,40.778573,-73.986377,155.0,1011797503.0
609,1090115,MANHATTAN,10038,DUTCH STREET,78,47,WTI4250125153,2020,Y,40.70976,-74.007174,1502.0,1000780047.0
615,1033139,MANHATTAN,10024,WEST   85 STREET,1233,29,WTI5126825370,2019,Y,40.787101,-73.975726,171.0,1012330029.0
617,1085727,MANHATTAN,10019,West 50th Street,1041,29,WTI0695012611,2020,Y,40.762458,-73.986481,133.0,1010410029.0
620,1034520,MANHATTAN,10103,5 AVENUE,1268,7502,WTI8664367553,2017,Y,40.760549,-73.976421,104.0,1012687502.0
622,1041813,MANHATTAN,10075,5 AVENUE,1391,71,WTI6558814820,2019,Y,40.775466,-73.96483,130.0,1013910071.0
625,1019099,MANHATTAN,10016,EAST   38 STREET,893,41,WTI3719892639,2017,Y,40.74842,-73.976721,80.0,1008930041.0
629,1055254,MANHATTAN,10025,WEST   96 STREET,1832,7502,WTI6018805083,2020,Y,40.792699,-73.967128,181.0,1018327502.0
631,1081582,MANHATTAN,10025,DUKE ELLINGTON BOULEVARD,1860,20,WTI0577155085,2016,Y,40.799905,-73.96447,189.0,1018600020.0
633,1059870,MANHATTAN,10027,RIVERSIDE DRIVE,1994,57,WTI1583122820,2020,Y,40.814556,-73.962475,211.0,1019940057.0
641,1082653,MANHATTAN,10002,GRAND STREET,315,1,WTI5857667840,2020,Y,40.715784,-73.986188,1401.0,1003150001.0
643,1041091,MANHATTAN,10065,EAST   65 STREET,1379,51,WTI9434290483,2019,Y,40.767228,-73.968423,122.0,1013790051.0
657,1050542,MANHATTAN,10028,EAST   86 STREET,1565,28,WTI3584960163,2018,Y,40.776105,-73.94756,14401.0,1015650028.0
662,1041486,MANHATTAN,10021,5 AVENUE,1387,69,WTI2245700711,2018,Y,40.772906,-73.966246,130.0,1013870069.0
665,1073038,MANHATTAN,10028,EAST   82 STREET,1511,7501,WTI2361205395,2016,Y,40.777114,-73.957929,140.0,1015117501.0
666,1085972,MANHATTAN,10017,MADISON AVENUE,1276,58,WTI6540409095,2016,Y,40.752236,-73.979712,82.0,1012760058.0
667,2083245,BRONX,10463,JOHNSON AVENUE,5716,500,WTI0347852894,2019,Y,40.877162,-73.917861,29302.0,2057160500.0
668,1032587,MANHATTAN,10025,West 95th Street,1226,1,WTI6181889205,2017,Y,40.793004,-73.969938,181.0,1012267502.0
670,3422087,BROOKLYN,11222,India Street,2530,7502,WTI4352337209,2020,Y,40.731807,-73.960195,563.0,3025307502.0
671,2097466,BRONX,10475,BARTOW AVENUE,5141,100,WTI2501915939,2019,Y,40.869472,-73.828582,46201.0,2051410100.0
674,1022568,MANHATTAN,10018,BROADWAY,993,47,WTI9080302487,2019,Y,40.754927,-73.98666,113.0,1009930047.0
677,1046686,MANHATTAN,10028,5 AVENUE,1493,72,WTI2172287767,2017,Y,40.778493,-73.962622,142.0,1014930072.0
680,1024736,MANHATTAN,10036,WEST   46 STREET,1018,7502,WTI3714739450,2017,Y,40.759228,-73.986572,125.0,1010187502.0
688,1031765,MANHATTAN,10024,WEST   80 STREET,1210,37,WTI8488396486,2016,Y,40.782759,-73.975308,165.0,1012100037.0
693,1001013,MANHATTAN,10005,WILLIAM STREET,41,24,WTI0874523891,2017,Y,40.707166,-74.008793,7.0,1000410024.0
696,1046307,MANHATTAN,10021,EAST   76 STREET,1487,39,WTI4322637458,2016,Y,40.769146,-73.951179,132.0,1014870039.0
697,1056485,MANHATTAN,10025,WEST  101 STREET,1872,43,WTI2575439499,2017,Y,40.797538,-73.968755,187.0,1018720043.0
698,3119476,BROOKLYN,11230,OCEAN PARKWAY,5183,8,WTI3663613587,2018,Y,40.627218,-73.971057,46201.0,3065080006.0
700,1037568,MANHATTAN,10017,3 AVENUE,1318,1,WTI3026879752,2016,Y,40.752374,-73.973266,90.0,1013180001.0
706,1016080,MANHATTAN,10003,5 AVENUE,844,1,WTI9977310867,2018,Y,40.737416,-73.992581,52.0,1008440001.0
713,3114604,BROOKLYN,11225,FLATBUSH AVENUE,5026,132,WTI9004931573,2020,Y,40.659126,-73.960552,79802.0,3050260132.0
714,1076091,MANHATTAN,10014,BANK STREET,638,7501,WTI2592398312,2018,Y,40.736051,-74.009454,75.0,1006387501.0
719,1057090,MANHATTAN,10025,WEST END AVENUE,1888,67,WTI1470977379,2016,Y,40.797369,-73.97168,187.0,1018880067.0
721,1087298,MANHATTAN,10016,1 AVENUE,962,97,WTI9066427863,2019,Y,40.740735,-73.975717,62.0,1009620097.0
726,1015740,MANHATTAN,10001,BROADWAY,830,62,WTI4761064989,2017,Y,40.745869,-73.988635,76.0,1008300062.0
728,1040000,MANHATTAN,10022,EAST   57 STREET,1350,11,WTI8686269841,2019,Y,40.758817,-73.964106,108.0,1013500011.0
729,1076162,MANHATTAN,10016,EAST   40 STREET,920,7501,WTI7521739855,2017,Y,40.748664,-73.973459,88.0,1009207501.0
731,1024665,MANHATTAN,10036,WEST   42 STREET,1013,12,WTI4378367739,2020,Y,40.756747,-73.988659,113.0,1010130012.0
739,1079920,MANHATTAN,10033,ST NICHOLAS AVENUE,2162,9001,WTI3221508493,2018,Y,40.84778,-73.934871,263.0,1021620001.0
742,1082210,MANHATTAN,10003,COOPER SQUARE,544,45,WTI1271372944,2020,Y,40.728212,-73.990893,57.0,1005440045.0
743,1031465,MANHATTAN,10024,CENTRAL PARK WEST,1201,34,WTI5616247567,2017,Y,40.786419,-73.968529,173.0,1012010034.0
746,1013680005,MANHATTAN,10022,East 56th Street,1368,5,WTI9353116496,2018,Y,40.757477,-73.963002,10601.0,1013680005.0
747,1033291,MANHATTAN,10024,WEST   88 STREET,1236,10,WTI4182559468,2017,Y,40.789874,-73.97614,175.0,1012360010.0
750,3065080006,BROOKLYN,11230,Ocean Pkwy,6508,6,WTI1286205179,2019,Y,40.627218,-73.971057,46201.0,3065080006.0
752,1041137,MANHATTAN,10065,PARK AVENUE,1380,39,WTI1830598062,2019,Y,40.767071,-73.96678,122.0,1013800039.0
755,4115905,QUEENS,11355,KISSENA BOULEVARD,5137,93,WTI5871938603,2020,Y,40.754562,-73.823626,79701.0,4051370093.0
757,1057183,MANHATTAN,10025,WEST  103 STREET,1890,28,WTI1481950315,2017,Y,40.799825,-73.970278,191.0,1018900028.0
759,1000812,MANHATTAN,10004,BROADWAY,22,20,WTI3353755090,2020,Y,40.70627,-74.012909,9.0,1000220020.0
760,1013711,MANHATTAN,10011,8 AVENUE,764,1,WTI1514125383,2017,Y,40.739851,-74.002439,81.0,1007640001.0
763,1041486,MANHATTAN,10021,5 AVENUE,1387,69,WTI7717343691,2018,Y,40.772906,-73.966246,130.0,1013870069.0
764,3341583,BROOKLYN,11231,HENRY STREET,331,7501,WTI4798221522,2020,Y,40.684516,-73.999236,63.0,3003317501.0
767,1035434,MANHATTAN,10017,EAST   49 STREET,1284,7,WTI3736313806,2017,Y,40.757642,-73.977043,94.0,1012840007.0
771,1048365,MANHATTAN,10128,EAST   93 STREET,1521,7501,WTI9352437334,2017,Y,40.784111,-73.952775,15801.0,1015217501.0
773,1028132,MANHATTAN,10023,West 64th Street,1117,19,WTI9496634702,2020,Y,40.771485,-73.980421,149.0,1011170019.0
776,1044057,MANHATTAN,10021,3 AVENUE,1430,4,WTI2309133260,2020,Y,40.771954,-73.958979,134.0,1014300004.0
778,1028167,MANHATTAN,10023,WEST   66 STREET,1118,7502,WTI6237599866,2019,Y,40.772764,-73.979572,149.0,1011187502.0
784,4002397501,QUEENS,11101,Northern Boulevard,239,7501,WTI0875558340,2019,Y,40.749261,-73.936613,171.0,4002397501.0
786,1030435,MANHATTAN,10023,WEST   72 STREET,1163,58,WTI6262742377,2018,Y,40.779374,-73.983459,159.0,1011630058.0
787,1015545,MANHATTAN,10010,WEST   22 STREET,823,65,WTI1349812877,2016,Y,40.74145,-73.991447,58.0,1008230065.0
792,2097364,BRONX,10461,MORRIS PARK AVENUE,4117,1,WTI8676176899,2019,Y,40.851166,-73.846768,286.0,2041170001.0
799,4047330,QUEENS,11368,HORACE HARDING EXPRESSWAY,1918,90,WTI4353746263,2018,Y,40.735678,-73.859843,455.0,4019180090.0
805,1031373,MANHATTAN,10024,WEST   86 STREET,1199,40,WTI8124280249,2020,Y,40.785626,-73.970154,169.0,1011990040.0
810,1001091,MANHATTAN,10038,MAIDEN LANE,64,23,WTI0884057895,2020,Y,40.709479,-74.009385,1502.0,1000640023.0
813,1022661,MANHATTAN,10036,BROADWAY,999,3,WTI1383024972,2019,Y,40.75886,-73.984843,125.0,1009990003.0
815,1014457,MANHATTAN,10018,WEST   37 STREET,787,25,WTI7835637786,2016,Y,40.753288,-73.99015,109.0,1007870025.0
816,1040561,MANHATTAN,10022,EAST   58 STREET,1369,7501,WTI2694151088,2017,Y,40.758698,-73.961781,10601.0,1013697501.0
818,1001399,MANHATTAN,10007,PARK PLACE,124,4,WTI6939656766,2019,Y,40.712828,-74.008296,21.0,1001240004.0
822,1001105,MANHATTAN,10038,John Street,65,24,WTI8819060161,2020,Y,40.709765,-74.008765,1502.0,1000650024.0
825,1034217,MANHATTAN,10036,AVENUE OF THE AMERICAS,1260,1,WTI5338671439,2016,Y,40.75623,-73.98309,96.0,1012600001.0
830,1077438,MANHATTAN,10007,PARK ROW,161,1,WTI5287659633,2017,Y,40.713193,-73.999917,29.0,1001610001.0
832,3338423,BROOKLYN,11206,MOORE STREET,3078,1,WTI7924768653,2017,Y,40.703513,-73.945118,491.0,3030780001.0
833,1051247,MANHATTAN,10028,EAST   86 STREET,1582,31,WTI9742904252,2019,Y,40.775259,-73.94556,14401.0,1015820031.0
834,1033133,MANHATTAN,10024,BROADWAY,1233,16,WTI5012525368,2018,Y,40.788007,-73.976747,171.0,1012330016.0
842,4045260,QUEENS,11373,BROADWAY,1837,104,WTI4771708504,2020,Y,40.738215,-73.877274,473.0,4018370104.0
843,5089353,STATEN ISLAND,10301,BAY STREET LANDING,1,7501,WTI6198703292,2017,Y,40.640384,-74.073261,3.0,5000017501.0
846,1013625,MANHATTAN,10018,West 38th Street,761,41,WTI3001779157,2020,Y,40.754933,-73.992186,111.0,1007610041.0
857,1031407,MANHATTAN,10024,WEST   86 STREET,1200,25,WTI0275495722,2019,Y,40.785428,-73.969634,173.0,1012000025.0
859,1081154,MANHATTAN,10022,EAST   54 STREET,1290,6,WTI4750808770,2020,Y,40.760911,-73.975046,102.0,1012900006.0
867,1022622,MANHATTAN,10036,WEST   44 STREET,996,56,WTI8638223078,2016,Y,40.756746,-73.984634,119.0,1009960056.0
868,1079987,MANHATTAN,10033,CABRINI BOULEVARD,2179,10,WTI4520391992,2018,Y,40.853008,-73.939688,275.0,1021790010.0
879,1015524,MANHATTAN,10010,WEST   21 STREET,823,10,WTI5434411133,2018,Y,40.740902,-73.992003,58.0,1008230010.0
881,1015782,MANHATTAN,10001,WEST   30 STREET,832,34,WTI4437251076,2020,Y,40.74616,-73.986939,76.0,1008320034.0
888,1051381,MANHATTAN,10028,GRACIE TERRACE,1590,7,WTI0029425025,2018,Y,40.772308,-73.94653,136.0,1015900007.0
891,1033123,MANHATTAN,10024,WEST   85 STREET,1232,57,WTI9593080109,2018,Y,40.787868,-73.977582,171.0,1012320057.0
896,1090190,MANHATTAN,10019,WEST   57 STREET,1104,31,WTI2307170628,2019,Y,40.770531,-73.991945,135.0,1011040031.0
902,1087284,MANHATTAN,10065,EAST   68 STREET,1462,5,WTI3513405004,2017,Y,40.765026,-73.957373,116.0,1014620005.0
904,1002192,MANHATTAN,10013,AVENUE OF THE AMERICAS,192,1,WTI4006236163,2016,Y,40.72008,-74.005184,33.0,1001920001.0
905,1036068,MANHATTAN,10022,PARK AVENUE,1293,37,WTI0486566236,2017,Y,40.762123,-73.970389,11202.0,1012930037.0
907,1087978,MANHATTAN,10036,TIMES SQUARE,1013,7501,WTI6632947451,2017,Y,40.756898,-73.990023,113.0,1010137501.0
913,3426023,BROOKLYN,11201,NASSAU STREET,107,1,WTI0642138350,2018,Y,40.698486,-73.98666,13.0,3001077501.0
918,1013976,MANHATTAN,10011,WEST   19 STREET,769,7504,WTI1651114134,2017,Y,40.742148,-73.998614,87.0,1007697504.0
924,1057031,MANHATTAN,10025,AMSTERDAM AVENUE,1885,29,WTI4986794077,2016,Y,40.804985,-73.962412,199.0,1018850029.0
926,1030038,MANHATTAN,10023,WEST   74 STREET,1145,61,WTI8908236052,2016,Y,40.779661,-73.980065,157.0,1011450061.0
927,1083346,MANHATTAN,10041,WATER STREET,32,7501,WTI4027304800,2018,Y,40.703608,-74.009691,9.0,1000327501.0
928,1026863,MANHATTAN,10019,WEST   57 STREET,1066,12,WTI5444417357,2020,Y,40.768434,-73.986956,139.0,1010660012.0
930,1082677,MANHATTAN,10003,EAST   10 STREET,562,1,WTI9907824199,2019,Y,40.732687,-73.993689,61.0,1005620001.0
935,4215623,QUEENS,11432,JAMAICA AVENUE,10102,4,WTI0604216047,2020,Y,40.704364,-73.797596,44601.0,4101020004.0
936,1017857,MANHATTAN,10003,East 18th Street,873,40,WTI4130852756,2020,Y,40.736199,-73.986353,50.0,1008730040.0
944,1017814,MANHATTAN,10003,IRVING PLACE,871,68,WTI3845370259,2017,Y,40.735203,-73.987898,50.0,1008710068.0
945,1015540,MANHATTAN,10010,WEST   22 STREET,823,55,WTI0584558953,2020,Y,40.741253,-73.990978,58.0,1008230055.0
946,1017370025,MANHATTAN,10037,West 141st Street,1737,25,WTI1512402586,2018,Y,40.816759,-73.935407,214.0,1017370025.0
947,1071151,MANHATTAN,10024,WEST   89 STREET,1236,7501,WTI7234052091,2020,Y,40.790362,-73.975407,175.0,1012367501.0
948,1039991,MANHATTAN,10022,EAST   57 STREET,1349,44,WTI6142512134,2020,Y,40.75902,-73.964625,108.0,1013490044.0
953,1041813,MANHATTAN,10075,5 AVENUE,1391,71,WTI9128131854,2016,Y,40.775466,-73.96483,130.0,1013910071.0
956,1024937,MANHATTAN,10036,WEST   42 STREET,1033,6,WTI5548785422,2017,Y,40.757848,-73.991229,121.0,1010330006.0
959,1057214,MANHATTAN,10025,WEST  104 STREET,1891,11,WTI4162288422,2016,Y,40.80047,-73.969812,191.0,1018910011.0
960,1048385,MANHATTAN,10128,EAST   93 STREET,1522,12,WTI1767982898,2017,Y,40.784243,-73.953042,15801.0,1015220012.0
965,1000863,MANHATTAN,10005,WATER STREET,33,1,WTI3965831188,2016,Y,40.704275,-74.008681,7.0,1000330001.0
966,1082384,MANHATTAN,10003,BROADWAY,545,8,WTI2053749568,2018,Y,40.728869,-73.993852,57.0,1005450008.0
970,1031581,MANHATTAN,10024,WEST   90 STREET,1203,7501,WTI9771720050,2016,Y,40.78842,-73.968806,173.0,1012037501.0
974,1045818,MANHATTAN,10021,EAST   70 STREET,1465,21,WTI3827982064,2018,Y,40.766129,-73.956066,124.0,1014650021.0
977,1083734,MANHATTAN,10019,WEST   57 STREET,1047,7501,WTI3381136648,2018,Y,40.767231,-73.984119,139.0,1010477501.0
983,1046845,MANHATTAN,10028,5 AVENUE,1498,1,WTI7316753930,2019,Y,40.781624,-73.960331,15002.0,1014980001.0
984,1089323,MANHATTAN,10001,Hudson Yards,702,10,WTI9850853372,2020,Y,40.752457,-74.000704,99.0,1007020010.0
985,4050857,QUEENS,11374,102 STREET,2114,34,WTI7909103028,2019,Y,40.730944,-73.853192,721.0,4021140034.0
987,1014491,MANHATTAN,10018,WEST   39 STREET,788,86,WTI5390550588,2017,Y,40.754902,-73.990186,113.0,1007880086.0
990,1081126,MANHATTAN,10036,WEST   46 STREET,1262,9,WTI3752124483,2017,Y,40.756803,-73.980841,96.0,1012620009.0
996,1042024,MANHATTAN,10065,PARK AVENUE,1397,4,WTI9537970999,2020,Y,40.764974,-73.968283,11402.0,1013970004.0
1002,1018162,MANHATTAN,10016,PARK AVENUE SOUTH,883,1,WTI6882364888,2019,Y,40.742795,-73.98445,68.0,1008830001.0
1003,1037568,MANHATTAN,10017,3 AVENUE,1318,1,WTI6450788645,2019,Y,40.752374,-73.973266,90.0,1013180001.0
1006,1035462,MANHATTAN,10022,MADISON AVENUE,1286,21,WTI2260775782,2020,Y,40.758114,-73.975393,102.0,1012860021.0
1010,4454475,QUEENS,11377,QUEENS BOULEVARD,2313,7501,WTI4358372245,2016,Y,40.741828,-73.907281,245.0,4023137501.0
1012,2013061,BRONX,10458,SOUTHERN BOULEVARD,3115,5,WTI1532865370,2016,Y,40.853773,-73.881558,393.0,2031150005.0
1022,1042845,MANHATTAN,10021,EAST   72 STREET,1407,20,WTI2154278091,2018,Y,40.77033,-73.961966,128.0,1014070020.0
1026,1083119,MANHATTAN,10016,EAST   33 STREET,936,7501,WTI0958688998,2019,Y,40.744001,-73.976156,70.0,1009367501.0
1027,1088884,MANHATTAN,10002,BIALYSTOKER PLACE,336,5,WTI7536435010,2019,Y,40.71566,-73.982977,12.0,1003360005.0
1029,2083518,BRONX,10463,KAPPOCK STREET,5750,357,WTI0224589078,2020,Y,40.881931,-73.919747,301.0,2057500357.0
1031,1046671,MANHATTAN,10028,PARK AVENUE,1493,37,WTI5422718574,2017,Y,40.777663,-73.959499,142.0,1014930037.0
1036,3000484,BROOKLYN,11201,LIVINGSTON STREET,164,7501,WTI1882033254,2017,Y,40.690052,-73.986838,37.0,3001647501.0
1037,1027069,MANHATTAN,10019,WEST   57 STREET,1085,41,WTI0768675878,2017,Y,40.769636,-73.989816,135.0,1010850041.0
1039,1046778,MANHATTAN,10028,5 AVENUE,1495,4,WTI6189829737,2018,Y,40.77995,-73.96156,142.0,1014950004.0
1044,1001356,MANHATTAN,10038,PARK ROW,101,2,WTI7077805738,2017,Y,40.71187,-74.00641,1501.0,1001010002.0
1052,1062700,MANHATTAN,10032,WEST  157 STREET,2115,5,WTI7182114694,2019,Y,40.83383,-73.944356,241.0,1021150005.0
1055,1043149,MANHATTAN,10021,EAST   75 STREET,1410,33,WTI2791727504,2017,Y,40.771974,-73.959817,128.0,1014100033.0
1057,1041450,MANHATTAN,10021,5 AVENUE,1387,1,WTI6216130960,2020,Y,40.772415,-73.966525,130.0,1013870001.0
1058,1027463,MANHATTAN,10023,WEST   63 STREET,1115,7503,WTI0724201914,2018,Y,40.77109,-73.981454,149.0,1011157503.0
1059,1017229,MANHATTAN,10016,EAST   38 STREET,868,12,WTI8029745358,2017,Y,40.750628,-73.981918,82.0,1008680012.0
1062,1009616,MANHATTAN,10011,WEST   13 STREET,576,7503,WTI4681089028,2017,Y,40.735569,-73.99475,63.0,1005767503.0
1063,1045264,MANHATTAN,10075,EAST   79 STREET,1453,43,WTI2534161661,2017,Y,40.773124,-73.95457,134.0,1014530043.0
1066,1087513,MANHATTAN,10022,EAST   53 STREET,1345,7501,WTI3818681788,2020,Y,40.756534,-73.966634,98.0,1013457501.0
1067,1040555,MANHATTAN,10022,EAST   58 STREET,1369,45,WTI9786682655,2020,Y,40.758832,-73.962102,10601.0,1013690045.0
1068,3114604,BROOKLYN,11225,FLATBUSH AVENUE,5026,132,WTI6245842591,2019,Y,40.659126,-73.960552,79802.0,3050260132.0
1070,1015489,MANHATTAN,10011,W 20th St,822,9,WTI0476772329,2020,Y,40.740232,-73.992252,54.0,1008220009.0
1074,1007942,MANHATTAN,10012,BROADWAY,511,1,WTI0675041369,2019,Y,40.724398,-73.997633,43.0,1005110001.0
1076,1056906,MANHATTAN,10025,CATHEDRAL PARKWAY,1882,20,WTI0944122259,2019,Y,40.803336,-73.964707,199.0,1018820020.0
1078,1046259,MANHATTAN,10021,EAST   72 STREET,1483,28,WTI3444658794,2017,Y,40.766553,-73.953066,124.0,1014830028.0
1081,1028137,MANHATTAN,10023,WEST   64 STREET,1117,29,WTI5810694931,2020,Y,40.771315,-73.98001,149.0,1011170029.0
1087,1056485,MANHATTAN,10025,WEST  101 STREET,1872,43,WTI7915098911,2020,Y,40.797538,-73.968755,187.0,1018720043.0
1098,1079153,MANHATTAN,10007,BROADWAY,135,7504,WTI2231995832,2018,Y,40.714022,-74.006442,21.0,1001357504.0
1099,1005949,MANHATTAN,10009,East 10th Street,438,32,WTI0159411705,2020,Y,40.72805,-73.982689,34.0,1004380032.0
1112,1034487,MANHATTAN,10036,WEST   48 STREET,1263,43,WTI8305387789,2017,Y,40.757426,-73.978465,96.0,1012630043.0
1113,1030839,MANHATTAN,10023,WEST   75 STREET,1167,7501,WTI2601566070,2016,Y,40.780817,-73.980794,163.0,1011677501.0
1117,3324228,BROOKLYN,11218,PROSPECT PARK SOUTHWEST,5287,7501,WTI0666915258,2019,Y,40.652256,-73.972585,504.0,3052877501.0
1119,1083346,MANHATTAN,10041,WATER STREET,32,7501,WTI7994250201,2017,Y,40.703608,-74.009691,9.0,1000327501.0
1120,1030062,MANHATTAN,10023,WEST   74 STREET,1146,18,WTI7337713360,2019,Y,40.779137,-73.978776,161.0,1011460018.0
1121,1046923,MANHATTAN,10128,EAST   88 STREET,1499,61,WTI6583655703,2020,Y,40.782557,-73.958832,15002.0,1014997502.0
1135,1016164,MANHATTAN,10003,EAST   19 STREET,848,23,WTI5491496088,2017,Y,40.738316,-73.98955,52.0,1008480023.0
1136,4196910,QUEENS,11418,VAN WYCK EXPRESSWAY SR WEST,9364,1,WTI4248518462,2018,Y,40.699695,-73.815368,14202.0,4093640001.0
1142,1022547,MANHATTAN,10016,1 AVENUE,969,1,WTI2962605997,2019,Y,40.745817,-73.972016,8601.0,1009690001.0
1143,4047321,QUEENS,11368,57 AVENUE,1918,70,WTI1052271752,2020,Y,40.738027,-73.861173,455.0,4019180070.0
1144,1024660,MANHATTAN,10036,WEST   42 STREET,1013,39,WTI7874039908,2016,Y,40.756324,-73.987652,113.0,1010130039.0
1146,1083504,MANHATTAN,10012,BROADWAY,532,15,WTI2345035502,2018,Y,40.727354,-73.995162,5501.0,1005320015.0
1147,1017931,MANHATTAN,10003,GRAMERCY PARK SOUTH,875,55,WTI2145823048,2019,Y,40.737371,-73.985505,50.0,1008750055.0
1149,4045404,QUEENS,11373,JUSTICE AVENUE,1842,7501,WTI2358430642,2016,Y,40.737456,-73.876222,473.0,4018427501.0
1153,3024625,BROOKLYN,11217,PLAZA ST WEST,1064,18,WTI2891003545,2017,Y,40.673553,-73.971405,159.0,3010640018.0
1156,1081154,MANHATTAN,10022,EAST   54 STREET,1290,6,WTI3309995219,2016,Y,40.760911,-73.975046,102.0,1012900006.0
1180,4541712,QUEENS,11109,CENTER BOULEVARD,21,10,WTI4687992468,2018,Y,40.748376,-73.95681,1.0,4000210010.0
1182,1034327,MANHATTAN,10036,WEST   46 STREET,1262,27,WTI9690343370,2019,Y,40.756378,-73.979826,96.0,1012620027.0
1183,2097364,BRONX,10461,MORRIS PARK AVENUE,4117,1,WTI2514197599,2018,Y,40.851166,-73.846768,286.0,2041170001.0
1190,4074627,QUEENS,11374,67 AVENUE,3155,27,WTI2502950229,2018,Y,40.72389,-73.855697,71306.0,4031550027.0
1191,1088817,MANHATTAN,10022,PARK AVENUE,1292,7502,WTI2139691124,2019,Y,40.761042,-73.971176,11202.0,1012927502.0
1193,2092386,BRONX,10460,WEST FARMS SQUARE PLAZA,3130,20,WTI5237586699,2020,Y,40.841106,-73.881121,361.0,2031300020.0
1194,1001399,MANHATTAN,10007,PARK PLACE,124,4,WTI7020018967,2016,Y,40.712828,-74.008296,21.0,1001240004.0
1204,1078385,MANHATTAN,10065,EAST   63 STREET,1457,17,WTI6466975140,2018,Y,40.761524,-73.958751,10602.0,1014570017.0
1208,1000817,MANHATTAN,10004,BROAD STREET,24,1,WTI6470969305,2018,Y,40.705351,-74.011502,9.0,1000240001.0
1212,1014436,MANHATTAN,10018,WEST   36 STREET,785,75,WTI9749210095,2019,Y,40.752965,-73.991338,109.0,1007850075.0
1218,1045836,MANHATTAN,10021,YORK AVENUE,1466,21,WTI2978620117,2020,Y,40.766515,-73.954008,124.0,1014660021.0
1220,4539430,QUEENS,11374,63 ROAD,2111,7501,WTI9926910633,2018,Y,40.732701,-73.855599,721.0,4021117501.0
1222,4432046,QUEENS,11375,66 ROAD,2133,16,WTI0306430526,2019,Y,40.728562,-73.851415,71304.0,4021330016.0
1225,1076193,MANHATTAN,10036,BROADWAY,1019,7502,WTI4227075237,2019,Y,40.760216,-73.985334,125.0,1010197502.0
1227,1037604,MANHATTAN,10017,EAST   47 STREET,1320,7505,WTI7830429177,2017,Y,40.753551,-73.971226,90.0,1013207505.0
1229,1038655,MANHATTAN,10017,TUDOR CITY PLACE,1334,22,WTI9584049172,2017,Y,40.748583,-73.97077,88.0,1013340022.0
1233,1044097,MANHATTAN,10075,EAST   77 STREET,1432,5,WTI1560261969,2020,Y,40.772804,-73.957852,134.0,1014320005.0
1236,1009609,MANHATTAN,10011,WEST   12 STREET,576,1,WTI2692971061,2020,Y,40.735868,-73.997391,63.0,1005760001.0
1239,1046977,MANHATTAN,10128,PARK AVENUE,1501,40,WTI0068619361,2018,Y,40.782841,-73.955838,15002.0,1015010040.0
1241,1051229,MANHATTAN,10028,EAST   85 STREET,1581,45,WTI2649171556,2016,Y,40.775018,-73.947106,14401.0,1015810045.0
1242,1017194,MANHATTAN,10016,MADISON AVENUE,867,15,WTI4797479646,2017,Y,40.749887,-73.981832,82.0,1008670015.0
1243,1087141,MANHATTAN,10036,WEST   43 STREET,1014,58,WTI8554254584,2020,Y,40.757477,-73.988294,119.0,1010140058.0
1246,1038901,MANHATTAN,10017,EAST   46 STREET,1339,12,WTI5369103625,2020,Y,40.752011,-73.969462,90.0,1013390012.0
1249,1047460,MANHATTAN,10075,PARK AVENUE,1508,1,WTI3099101511,2020,Y,40.775792,-73.960389,140.0,1015080001.0
1257,4444040,QUEENS,11365,192 STREET,7117,3,WTI6483391744,2020,Y,40.737813,-73.781534,1347.0,4071170003.0
